example_id                                                              | status | run_time        |
./spec/models/tenant_spec.rb[1:1:12]                                    | passed | 0.00802 seconds |
./spec/models/tenant_spec.rb[1:1:13]                                    | passed | 0.00831 seconds |
./spec/models/tenant_spec.rb[1:1:14]                                    | passed | 0.00927 seconds |
./spec/models/tenant_spec.rb[1:1:15]                                    | passed | 0.00837 seconds |
./spec/models/tenant_spec.rb[1:1:16]                                    | passed | 0.00884 seconds |
./spec/models/tenant_spec.rb[1:2:1]                                     | passed | 0.02527 seconds |
./spec/models/tenant_spec.rb[1:3:1]                                     | passed | 0.0161 seconds  |
./spec/models/tenant_spec.rb[1:3:2]                                     | passed | 0.01757 seconds |
./spec/models/tenant_spec.rb[1:3:3]                                     | passed | 0.01551 seconds |
./spec/models/tenant_spec.rb[1:3:4]                                     | passed | 0.01913 seconds |
./spec/models/tenant_spec.rb[1:3:5]                                     | passed | 0.01905 seconds |
./spec/models/tenant_spec.rb[1:3:6]                                     | passed | 0.0202 seconds  |
./spec/models/tenant_spec.rb[1:3:7]                                     | passed | 0.01414 seconds |
./spec/models/tenant_spec.rb[1:3:8]                                     | passed | 0.0104 seconds  |
./spec/models/tenant_spec.rb[1:3:9]                                     | passed | 0.00894 seconds |
./spec/models/tenant_spec.rb[1:4:1]                                     | passed | 0.0068 seconds  |
./spec/models/tenant_spec.rb[1:5:1]                                     | passed | 0.06102 seconds |
./spec/models/tenant_spec.rb[1:6:1]                                     | passed | 0.02019 seconds |
./spec/models/tenant_spec.rb[1:7:1]                                     | passed | 0.02524 seconds |
./spec/models/tenant_spec.rb[1:7:2]                                     | passed | 0.01991 seconds |
./spec/models/tenant_spec.rb[1:7:3]                                     | passed | 0.01962 seconds |
./spec/models/tenant_spec.rb[1:7:4]                                     | passed | 0.01359 seconds |
./spec/models/user_spec.rb[1:1:1]                                       | passed | 0.29397 seconds |
./spec/models/user_spec.rb[1:1:2]                                       | passed | 0.30377 seconds |
./spec/models/user_spec.rb[1:1:3]                                       | passed | 0.29878 seconds |
./spec/models/user_spec.rb[1:1:4]                                       | passed | 0.29512 seconds |
./spec/models/user_spec.rb[1:1:5]                                       | passed | 0.30719 seconds |
./spec/models/user_spec.rb[1:1:6]                                       | passed | 0.29322 seconds |
./spec/models/user_spec.rb[1:1:7]                                       | passed | 0.30873 seconds |
./spec/models/user_spec.rb[1:1:8]                                       | passed | 0.29675 seconds |
./spec/models/user_spec.rb[1:1:9]                                       | passed | 0.30124 seconds |
./spec/models/user_spec.rb[1:1:10]                                      | passed | 0.28494 seconds |
./spec/models/user_spec.rb[1:2:1]                                       | passed | 0.31854 seconds |
./spec/models/user_spec.rb[1:2:2]                                       | passed | 0.32402 seconds |
./spec/models/user_spec.rb[1:2:3]                                       | passed | 0.29041 seconds |
./spec/models/user_spec.rb[1:2:4]                                       | passed | 0.31576 seconds |
./spec/models/user_spec.rb[1:2:5]                                       | passed | 1.2 seconds     |
./spec/models/user_spec.rb[1:2:6]                                       | passed | 0.38562 seconds |
